TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
DEALS	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
AND	O	O	O	O	O	O	O	O	
BOARD	O	O	O	O	O	O	O	O	
;	O	O	O	O	O	O	O	O	
BEST	O	O	O	O	O	O	O	O	
NIESIEL	B-LOC	O	O	O	O	O	Q776965	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
RIGA	B-LOC	O	O	O	O	O	Q1773	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
DANTZIC	B-LOC	O	O	O	O	O	Q1792	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
SWARTWICK	B-LOC	O	O	O	O	O	NIL	O	
RED	O	O	O	O	O	O	O	O	
PINE	O	O	O	O	O	O	O	O	
AND	O	O	O	O	O	O	O	O	
QUEBEC	B-LOC	O	O	O	O	O	Q176	O	
TIMBERS	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
now	O	O	O	O	O	O	O	O	
selling	O	O	O	O	O	O	O	O	
at	O	O	O	O	O	O	O	O	
considerably	O	O	O	O	O	O	O	O	
REDUCED	O	O	O	O	O	O	O	O	
PRICES	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

HERALD	O	O	O	O	O	O	O	O	
OFFICE	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
HIGH	O	O	O	O	O	O	O	O	
STREET	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
POOLE	B-LOC	O	O	O	O	O	Q203349	O	
TRIBBETT	O	O	O	O	O	O	O	O	
AND	O	O	O	O	O	O	O	O	
MATE	O	O	O	O	O	O	O	O	
LETTER	O	O	O	O	O	O	O	O	
PRESS	O	O	O	O	O	O	O	O	
PRINTERS	O	O	O	O	O	O	O	O	
AND	O	O	O	O	O	O	O	O	
BOOKBINDERS	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
AVAIL	O	O	O	O	O	O	O	O	
themselves	O	O	O	O	O	O	O	O	
of	O	O	O	O	O	O	O	O	
the	O	O	O	O	O	O	O	O	
present	O	O	O	O	O	O	O	O	
opportunity	O	O	O	O	O	O	O	O	
of	O	O	O	O	O	O	O	O	
returning	O	O	O	O	O	O	O	O	
their	O	O	O	O	O	O	O	O	
sincere	O	O	O	O	O	O	O	O	
thanks	O	O	O	O	O	O	O	O	
to	O	O	O	O	O	O	O	O	
the	O	O	O	O	O	O	O	O	
Inhabitants	O	O	O	O	O	O	O	O	
of	O	O	O	O	O	O	O	O	
Poole	B-LOC	O	O	O	O	O	Q203349	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
Parkstone	B-LOC	O	O	O	O	O	Q7138722	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
Bournemouth	B-LOC	O	O	O	O	O	Q170478	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
Wareham	B-LOC	O	O	O	O	O	Q387419	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
Corfe	O	O	O	O	O	O	O	O	
Castle	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
Swanage	B-LOC	O	O	O	O	O	Q1009298	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
and	O	O	O	O	O	O	O	O	
adjacent	O	O	O	O	O	O	O	O	
neighbourhoods	O	O	O	O	O	O	O	O	
for	O	O	O	O	O	O	O	O	
the	O	O	O	O	O	O	O	O	
liberal	O	O	O	O	O	O	O	O	
patronage	O	O	O	O	O	O	O	O	
they	O	O	O	O	O	O	O	O	
have	O	O	O	O	O	O	O	O	
received	O	O	O	O	O	O	O	O	
in	O	O	O	O	O	O	O	O	
the	O	O	O	O	O	O	O	O	
above	O	O	O	O	O	O	O	O	
trade	O	O	O	O	O	O	O	O	
during	O	O	O	O	O	O	O	O	
the	O	O	O	O	O	O	O	O	
past	O	O	O	O	O	O	O	O	
seven	O	O	O	O	O	O	O	O	
years	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
and	O	O	O	O	O	O	O	O	
beg	O	O	O	O	O	O	O	O	
respectfully	O	O	O	O	O	O	O	O	
to	O	O	O	O	O	O	O	O	
inform	O	O	O	O	O	O	O	O	
their	O	O	O	O	O	O	O	O	
numerous	O	O	O	O	O	O	O	O	
friends	O	O	O	O	O	O	O	O	
that	O	O	O	O	O	O	O	O	
they	O	O	O	O	O	O	O	O	
have	O	O	O	O	O	O	O	O	
just	O	O	O	O	O	O	O	O	
added	O	O	O	O	O	O	O	O	
to	O	O	O	O	O	O	O	O	
the	O	O	O	O	O	O	O	O	
above	O	O	O	O	O	O	O	O	
business	O	O	O	O	O	O	O	O	
the	O	O	O	O	O	O	O	O	
STATIONERY	O	O	O	O	O	O	O	O	
AND	O	O	O	O	O	O	O	O	
BOOKSELLING	O	O	O	O	O	O	O	O	
DEPARTMENT	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

And	O	O	O	O	O	O	O	O	
trust	O	O	O	O	O	O	O	O	
by	O	O	O	O	O	O	O	O	
strict	O	O	O	O	O	O	O	O	
attention	O	O	O	O	O	O	O	O	
to	O	O	O	O	O	O	O	O	
their	O	O	O	O	O	O	O	O	
trade	O	O	O	O	O	O	O	O	
generally	O	O	O	O	O	O	O	O	
to	O	O	O	O	O	O	O	O	
obtain	O	O	O	O	O	O	O	O	
a	O	O	O	O	O	O	O	O	
share	O	O	O	O	O	O	O	O	
of	O	O	O	O	O	O	O	O	
public	O	O	O	O	O	O	O	O	
support	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

T	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	
and	O	O	O	O	O	O	O	O	
M	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	
respectfully	O	O	O	O	O	O	O	O	
solicit	O	O	O	O	O	O	O	O	
an	O	O	O	O	O	O	O	O	
early	O	O	O	O	O	O	O	O	
inspection	O	O	O	O	O	O	O	O	
of	O	O	O	O	O	O	O	O	
their	O	O	O	O	O	O	O	O	
STOCK	O	O	O	O	O	O	O	O	
OF	O	O	O	O	O	O	O	O	
MOURNING	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
PLAIN	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
AND	O	O	O	O	O	O	O	O	
FANCY	O	O	O	O	O	O	O	O	
STATIONERY	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
&	O	O	O	O	O	O	O	O	NoSpaceAfter
c	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

A	O	O	O	O	O	O	O	O	
SELECTION	O	O	O	O	O	O	O	O	
OF	O	O	O	O	O	O	O	O	
BIBLES	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
CHURCH	O	O	O	O	O	O	O	O	
SERVICES	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
AND	O	O	O	O	O	O	O	O	
PRAYERS	O	O	O	O	O	O	O	O	
In	O	O	O	O	O	O	O	O	
Plain	O	O	O	O	O	O	O	O	
and	O	O	O	O	O	O	O	O	
Ornamental	O	O	O	O	O	O	O	O	
Bindings	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
from	O	O	O	O	O	O	O	O	
one	O	O	O	O	O	O	O	O	
of	O	O	O	O	O	O	O	O	
the	O	O	O	O	O	O	O	O	
largest	O	O	O	O	O	O	O	O	
Bible	O	O	O	O	O	O	O	O	
Warehouses	O	O	O	O	O	O	O	O	
in	O	O	O	O	O	O	O	O	
the	O	O	O	O	O	O	O	O	
Metropolis	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence


# hipe2022:document_id = 10714680_Dorchester1820
# hipe2022:date = 1829-07-30
# hipe2022:language = en
# hipe2022:dataset = topres19th
# hipe2022:split = dev
# hipe2022:converter_version = v2022-02-04
# hipe2022:document_type = newspaper
# hipe2022:original_source = train/annotated_tsv/10714680_Dorchester1820.tsv
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NEL-LIT MISC
# topres19th:dataset_doi = https://doi.org/10.23636/b1c4-py78
# topres19th:version = v2
# topres19th:original_license = CC-BY-NC-SA 4.0
# topres19th:fname = 10714680_Dorchester1820
# topres19th:issue_date = 1829-07-30
# topres19th:decade = 1820
# topres19th:ocr_quality_mean = 0.8557
# topres19th:ocr_quality_sd = 0.2209
# topres19th:word_count = 374
# topres19th:publication_title = Dorset County Chronicle, etc.
# topres19th:place_publication = Dorchester
WEYMOUTH	B-LOC	O	O	O	O	O	Q661619	O	
REGATTA	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
FRIDAYVUt	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
and	O	O	O	O	O	O	O	O	
SATURDAY	O	O	O	O	O	O	O	O	
92d	O	O	O	O	O	O	O	O	
of	O	O	O	O	O	O	O	O	
August	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
1829	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
JOSEPH	O	O	O	O	O	O	O	O	
WELD	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
Egg	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
STEWARD	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

FIRST	O	O	O	O	O	O	O	O	
DAY	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

First	O	O	O	O	O	O	O	O	
Prize	O	O	O	O	O	O	O	O	NoSpaceAfter
:	O	O	O	O	O	O	O	O	NoSpaceAfter
—	O	O	O	O	O	O	O	O	NoSpaceAfter
A	O	O	O	O	O	O	O	O	
SUPERB	O	O	O	O	O	O	O	O	
SILVER	O	O	O	O	O	O	O	O	
CUP	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	
value	O	O	O	O	O	O	O	O	
Fifty	O	O	O	O	O	O	O	O	
Sovereign	O	O	O	O	O	O	O	O	NoSpaceAfter
*	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
to	O	O	O	O	O	O	O	O	
be	O	O	O	O	O	O	O	O	
sailed	O	O	O	O	O	O	O	O	
for	O	O	O	O	O	O	O	O	
by	O	O	O	O	O	O	O	O	
Yachts	O	O	O	O	O	O	O	O	
not	O	O	O	O	O	O	O	O	
exceeding	O	O	O	O	O	O	O	O	
To	O	O	O	O	O	O	O	O	
I	O	O	O	O	O	O	O	O	NoSpaceAfter
’	O	O	O	O	O	O	O	O	NoSpaceAfter
ods	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
hana	O	O	O	O	O	O	O	O	
fide	O	O	O	O	O	O	O	O	
the	O	O	O	O	O	O	O	O	
property	O	O	O	O	O	O	O	O	
of	O	O	O	O	O	O	O	O	
Gentlemen	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Entrance	O	O	O	O	O	O	O	O	
Two	O	O	O	O	O	O	O	O	
Sovereigns	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Second	O	O	O	O	O	O	O	O	
Pkize	O	O	O	O	O	O	O	O	
A	O	O	O	O	O	O	O	O	
VERY	O	O	O	O	O	O	O	O	
HANDSOME	O	O	O	O	O	O	O	O	
SILVER	O	O	O	O	O	O	O	O	
CUP	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
value	O	O	O	O	O	O	O	O	
Twenty-five	O	O	O	O	O	O	O	O	
Sovereigns	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
to	O	O	O	O	O	O	O	O	
be	O	O	O	O	O	O	O	O	
sailed	O	O	O	O	O	O	O	O	
for	O	O	O	O	O	O	O	O	
by	O	O	O	O	O	O	O	O	
Yachts	O	O	O	O	O	O	O	O	
not	O	O	O	O	O	O	O	O	
exceeding	O	O	O	O	O	O	O	O	
20	O	O	O	O	O	O	O	O	
Tons	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
bona	O	O	O	O	O	O	O	O	
fide	O	O	O	O	O	O	O	O	
the	O	O	O	O	O	O	O	O	
property	O	O	O	O	O	O	O	O	
of	O	O	O	O	O	O	O	O	
Gentlemen	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Entrance	O	O	O	O	O	O	O	O	
One	O	O	O	O	O	O	O	O	
Sovereign	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	
_	O	O	O	O	O	O	O	O	
Thihd	O	O	O	O	O	O	O	O	
Prize	O	O	O	O	O	O	O	O	
A	O	O	O	O	O	O	O	O	
HANDSOME	O	O	O	O	O	O	O	O	
SILVrER	O	O	O	O	O	O	O	O	
CUP	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
value	O	O	O	O	O	O	O	O	
Ten	O	O	O	O	O	O	O	O	
Sovereigns	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
to	O	O	O	O	O	O	O	O	
bo	O	O	O	O	O	O	O	O	
sailed	O	O	O	O	O	O	O	O	
for	O	O	O	O	O	O	O	O	
by	O	O	O	O	O	O	O	O	
Yachts	O	O	O	O	O	O	O	O	
not	O	O	O	O	O	O	O	O	
exceeding	O	O	O	O	O	O	O	O	
10	O	O	O	O	O	O	O	O	
Tons	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
bona	O	O	O	O	O	O	O	O	
fide	O	O	O	O	O	O	O	O	
the	O	O	O	O	O	O	O	O	
property	O	O	O	O	O	O	O	O	
of	O	O	O	O	O	O	O	O	
Gentlemen	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Entrance	O	O	O	O	O	O	O	O	
Ten	O	O	O	O	O	O	O	O	
Shillings	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Fourth	O	O	O	O	O	O	O	O	
Prize	O	O	O	O	O	O	O	O	NoSpaceAfter
:	O	O	O	O	O	O	O	O	NoSpaceAfter
—	O	O	O	O	O	O	O	O	NoSpaceAfter
A	O	O	O	O	O	O	O	O	
PURSE	O	O	O	O	O	O	O	O	
OF	O	O	O	O	O	O	O	O	
EIGHT	O	O	O	O	O	O	O	O	
SOVEREIGNS	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
for	O	O	O	O	O	O	O	O	
Boats	O	O	O	O	O	O	O	O	
let	O	O	O	O	O	O	O	O	
to	O	O	O	O	O	O	O	O	
Hire	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
belonging	O	O	O	O	O	O	O	O	
to	O	O	O	O	O	O	O	O	
the	O	O	O	O	O	O	O	O	
Port	B-LOC	O	O	O	O	O	Q28195234	O	
of	I-LOC	O	O	O	O	O	Q28195234	O	
Weymouth	I-LOC	O	O	O	O	O	Q28195234	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
not	O	O	O	O	O	O	O	O	
exceeding	O	O	O	O	O	O	O	O	
23	O	O	O	O	O	O	O	O	
Feet	O	O	O	O	O	O	O	O	
in	O	O	O	O	O	O	O	O	
length	O	O	O	O	O	O	O	O	NoSpaceAfter
;	O	O	O	O	O	O	O	O	
First	O	O	O	O	O	O	O	O	
Boat	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
Five	O	O	O	O	O	O	O	O	
Sovereigns	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
Second	O	O	O	O	O	O	O	O	
Boat	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
Three	O	O	O	O	O	O	O	O	
Sovereigns	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
Third	O	O	O	O	O	O	O	O	
Boat	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
One	O	O	O	O	O	O	O	O	
Sovereign	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Entrance	O	O	O	O	O	O	O	O	
Two	O	O	O	O	O	O	O	O	
Shillings	O	O	O	O	O	O	O	O	
and	O	O	O	O	O	O	O	O	
Sixpence	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

SECOND	O	O	O	O	O	O	O	O	
DAY	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	
>	O	O	O	O	O	O	O	O	
■	O	O	O	O	O	O	O	O	
First	O	O	O	O	O	O	O	O	
PrizeA	O	O	O	O	O	O	O	O	
SUPERB	O	O	O	O	O	O	O	O	
SILVER	O	O	O	O	O	O	O	O	
CUP	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	
given	O	O	O	O	O	O	O	O	
by	O	O	O	O	O	O	O	O	
the	O	O	O	O	O	O	O	O	
Ladies	O	O	O	O	O	O	O	O	
of	O	O	O	O	O	O	O	O	
Weymouth	B-LOC	O	O	O	O	O	Q661619	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
value	O	O	O	O	O	O	O	O	
Forty	O	O	O	O	O	O	O	O	
Sovereigns	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
to	O	O	O	O	O	O	O	O	
be	O	O	O	O	O	O	O	O	
sailed	O	O	O	O	O	O	O	O	
for	O	O	O	O	O	O	O	O	
by	O	O	O	O	O	O	O	O	
Yachts	O	O	O	O	O	O	O	O	
not	O	O	O	O	O	O	O	O	
exceeding	O	O	O	O	O	O	O	O	
50	O	O	O	O	O	O	O	O	
Tons	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
bona	O	O	O	O	O	O	O	O	
fide	O	O	O	O	O	O	O	O	
the	O	O	O	O	O	O	O	O	
properly	O	O	O	O	O	O	O	O	
of	O	O	O	O	O	O	O	O	
Gentlemen	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Entrance	O	O	O	O	O	O	O	O	
Two	O	O	O	O	O	O	O	O	
Sovereigns	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Second	O	O	O	O	O	O	O	O	
Prize	O	O	O	O	O	O	O	O	
A	O	O	O	O	O	O	O	O	
SILVER	O	O	O	O	O	O	O	O	
CUP	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
value	O	O	O	O	O	O	O	O	
Fifteen	O	O	O	O	O	O	O	O	
Sovereigns	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
for	O	O	O	O	O	O	O	O	
Yachts	O	O	O	O	O	O	O	O	
not	O	O	O	O	O	O	O	O	
exceeding	O	O	O	O	O	O	O	O	
15	O	O	O	O	O	O	O	O	
Tons	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
buna	O	O	O	O	O	O	O	O	
fide	O	O	O	O	O	O	O	O	
the	O	O	O	O	O	O	O	O	
property	O	O	O	O	O	O	O	O	
of	O	O	O	O	O	O	O	O	
Gentlemen	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Entrance	O	O	O	O	O	O	O	O	
One	O	O	O	O	O	O	O	O	
Sovereign	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Third	O	O	O	O	O	O	O	O	
Prize	O	O	O	O	O	O	O	O	NoSpaceAfter
:	O	O	O	O	O	O	O	O	NoSpaceAfter
—	O	O	O	O	O	O	O	O	NoSpaceAfter
A	O	O	O	O	O	O	O	O	
PURSE	O	O	O	O	O	O	O	O	
OF	O	O	O	O	O	O	O	O	
TEN	O	O	O	O	O	O	O	O	
SOVEREIGNS	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
for	O	O	O	O	O	O	O	O	
Fishing	O	O	O	O	O	O	O	O	
Smacks	O	O	O	O	O	O	O	O	
or	O	O	O	O	O	O	O	O	
Trawlers	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
belonging	O	O	O	O	O	O	O	O	
to	O	O	O	O	O	O	O	O	
the	O	O	O	O	O	O	O	O	
port	O	O	O	O	O	O	O	O	
of	O	O	O	O	O	O	O	O	
Weymouth	B-LOC	O	O	O	O	O	Q661619	O	
;	O	O	O	O	O	O	O	O	
First	O	O	O	O	O	O	O	O	
Vessel	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
Eight	O	O	O	O	O	O	O	O	
Sovereigns	O	O	O	O	O	O	O	O	
Second	O	O	O	O	O	O	O	O	
Vessel	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
Thirty	O	O	O	O	O	O	O	O	
Shillings	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
Third	O	O	O	O	O	O	O	O	
Vessel	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
Ten	O	O	O	O	O	O	O	O	
Shillings	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Entrance	O	O	O	O	O	O	O	O	
Five	O	O	O	O	O	O	O	O	
Shillings	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Founni	O	O	O	O	O	O	O	O	
Prize—A	O	O	O	O	O	O	O	O	
PURSE	O	O	O	O	O	O	O	O	
OF	O	O	O	O	O	O	O	O	
EIGHT	O	O	O	O	O	O	O	O	
SOVEREIGNS	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
for	O	O	O	O	O	O	O	O	
Boats	O	O	O	O	O	O	O	O	
let	O	O	O	O	O	O	O	O	
to	O	O	O	O	O	O	O	O	
Hire	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
belonging	O	O	O	O	O	O	O	O	
to	O	O	O	O	O	O	O	O	
the	O	O	O	O	O	O	O	O	
port	B-LOC	O	O	O	O	O	Q28195234	O	
of	I-LOC	O	O	O	O	O	Q28195234	O	
Weymouth	I-LOC	O	O	O	O	O	Q28195234	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
not	O	O	O	O	O	O	O	O	
exceeding	O	O	O	O	O	O	O	O	
29	O	O	O	O	O	O	O	O	
feet	O	O	O	O	O	O	O	O	
in	O	O	O	O	O	O	O	O	
length	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Entrance	O	O	O	O	O	O	O	O	
Two	O	O	O	O	O	O	O	O	
Shillings	O	O	O	O	O	O	O	O	
and	O	O	O	O	O	O	O	O	
Sixpence	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

ROWING	O	O	O	O	O	O	O	O	
MATCHES	O	O	O	O	O	O	O	O	
on	O	O	O	O	O	O	O	O	
each	O	O	O	O	O	O	O	O	
day	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	
the	O	O	O	O	O	O	O	O	
Prizes	O	O	O	O	O	O	O	O	
for	O	O	O	O	O	O	O	O	
which	O	O	O	O	O	O	O	O	
will	O	O	O	O	O	O	O	O	
appear	O	O	O	O	O	O	O	O	
in	O	O	O	O	O	O	O	O	
the	O	O	O	O	O	O	O	O	
Cards	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

All	O	O	O	O	O	O	O	O	
Yachts	O	O	O	O	O	O	O	O	
and	O	O	O	O	O	O	O	O	
Vessels	O	O	O	O	O	O	O	O	
intended	O	O	O	O	O	O	O	O	
to	O	O	O	O	O	O	O	O	
sail	O	O	O	O	O	O	O	O	
for	O	O	O	O	O	O	O	O	
